pr_auc,auroc,mcc,bal_acc,sens,spec,brier,ece,model,outcome,site_test,seed,fold,n_test,n_pos_test
0.15379916764635188,0.5,0.07465899855842975,0.552536231884058,0.5833333333333334,0.5217391304347826,0.24311543361117052,0.3365233646829291,LR-local-A,Y6-base,all,11,0,81,12
0.12964344889309687,0.46136363636363636,0.05330017908890261,0.5397727272727273,0.625,0.45454545454545453,0.24745355700574925,0.36411104121903676,LR-local-A,Y6-base,A,11,0,63,8
0.6291208791208791,0.6428571428571428,0.26519741765271837,0.6428571428571428,0.5,0.7857142857142857,0.22793200173014505,0.23996649680655258,LR-local-A,Y6-base,B,11,0,18,4
0.2516746910190772,0.5821256038647343,0.1757064882217068,0.6231884057971014,0.6666666666666666,0.5797101449275363,0.2531292181575358,0.32858254184911573,EN-compact,Y6-base,all,11,0,81,12
0.15153260200747665,0.5295454545454545,0.08042946923566698,0.5590909090909091,0.5,0.6181818181818182,0.24063533074781643,0.3238353225260832,EN-compact,Y6-base,A,11,0,63,8
0.4873376623376623,0.6607142857142857,0.3779644730092272,0.7142857142857143,1.0,0.42857142857142855,0.2968578240915537,0.34519780947972933,EN-compact,Y6-base,B,11,0,18,4
0.24720470123945354,0.5422705314009661,0.007858682668274145,0.5054347826086957,0.4166666666666667,0.5942028985507246,0.24358659098080107,0.3067398281961441,EN-full,Y6-base,all,11,0,81,12
0.14078709788816174,0.4681818181818182,0.007858682668274143,0.5056818181818181,0.375,0.6363636363636364,0.2351833083396392,0.3039147456801639,EN-full,Y6-base,A,11,0,63,8
0.4848484848484848,0.6428571428571429,-0.05976143046671968,0.4642857142857143,0.5,0.42857142857142855,0.2729980802248677,0.3496088765513052,EN-full,Y6-base,B,11,0,18,4
0.3667504549367294,0.6763285024154588,0.28625128703833574,0.5760869565217391,0.16666666666666666,0.9855072463768116,0.13520149438864296,0.15558588561176018,GBM-full,Y6-base,all,11,0,81,12
0.31594157110637844,0.7045454545454546,0.3329971422913319,0.5625,0.125,1.0,0.12126537636920785,0.14034296398827675,GBM-full,Y6-base,A,11,0,63,8
0.5504901960784314,0.625,0.236227795630767,0.5892857142857143,0.25,0.9285714285714286,0.18397790745666598,0.2089361112939522,GBM-full,Y6-base,B,11,0,18,4
0.2505676071618408,0.5579710144927535,0.0,0.5,0.0,1.0,0.14064331515549602,0.12047903482905736,FL-FedAvg,Y6-base,all,11,0,81,12
